id,message_id,content,user_id,session_id,reply_to_message_id,created_at
400,ARidOE-tOzuVyK5GOV886upci-1rqA9s,(quand est-ce que on dit 'en' et 'le/la'? Je n'en mange plus / je ne le/la mange plus?),12,22,,2024-09-02 10:25:24.367210
401,ihR4qQl196bxUjFdhM7b4jP7-ifJ_ixT,"Oui, je suis devenu végétarien il y a dix ans, parce que j'ai un malade d'estomac, et c'était mieux pour mon santé.",12,22,,2024-09-02 10:26:36.882970
402,M5gI3hg9Ggy4i10OL5HoHvCDI_B5HOD9,"On ne dit jamais ""je ne LE/LA mange plus"". Le ""en"" renvoie aux mots d'avant. Exemples : j'aime bien les frites, mais je n'en mange pas souvent. J'adorais les boulettes, mais comme je suis végé, je n'en mange plus.",8,22,,2024-09-02 10:26:51.353001
403,mePr1Z6KA6oTrQgO3sOUEDfzFZxyrPQK,"(Je comprends, merci!)",12,22,,2024-09-02 10:27:20.327260
404,YXB4Ful7peAkrGOreC3T0ZL0hyJ0jG7f,(Je pense que... haha),12,22,,2024-09-02 10:27:41.600578
405,iQXvYlNigXWE08hSOKXzW8aMnNsW9gDg,( N'hésite pas si ce n'est pas clair :p ),8,22,,2024-09-02 10:27:57.194934
406,bgfQmKa4Ys1IQ-86QE7QJZ9RxLiq4DPU,Donc ça fait longtemps que tu ne manges plus de viande ! Quel est ton plat préféré?,8,22,,2024-09-02 10:28:18.652274
407,0-z6UDWGY6DlBy3H82p7XFMEEOknQRbB,"(Je comprends que tu dis, mais je ne suis pas sûre que je comprends les reglements haha)",12,22,,2024-09-02 10:28:31.667721
408,1TnCSq04voVf6uqOrnpkKg1f-mBaXx9j,"Mon plat préféré, c'est difficile! haha Il change jour-à-jour.",12,22,,2024-09-02 10:29:42.080844
409,QD9PNKgU80YYdrE8xTQP2vdUHv9qarVw,"(Je ne crois pas qu'il y ait vraiment de règle à suivre. Ce n'est pas une grosse faute de dire ""je ne le/la mange plus"", surtout qu'on te comprend très bien si tu dis ça. C'est juste plu ""normal"" de dire ""j'EN mange"" :))",8,22,,2024-09-02 10:30:02.504617
410,QD9PNKgU80YYdrE8xTQP2vdUHv9qarVw,"(Je ne crois pas qu'il y ait vraiment de règle à suivre. Ce n'est pas une grosse faute de dire ""je ne le/la mange plus"", surtout qu'on te comprend très bien si tu dis ça. C'est juste plus ""normal"" de dire ""j'EN mange"" :))",8,22,,2024-09-02 10:30:14.581043
411,RfDREHGf5nosMDaa60idYsvLUC0cTTIS,"Ahaha je vois, il change de jour en jour ! Ou chaque jour :)",8,22,,2024-09-02 10:30:39.895759
412,0Qv08pX-yy1GRrA0Hizt9tX_UT0ITqZM,"Quelques jours je veux un poké, ou un wok, ou des pâtes, ou un pizza, ou des sushi...",12,22,,2024-09-02 10:31:00.163408
413,T0jcPSKcrofgo0OStvoj58iNXAEx_6J8,"Plutôt asiatique ou italien, alors :)",8,22,,2024-09-02 10:31:26.224681
414,svtwgkeGxMqStHQXQubd0qB2siwgg_7z,Mais j'aime le fromage! haha,12,22,,2024-09-02 10:31:39.535155
415,mOfx6ztJTqZWFPl5NFI35fft1ExQES_j,"( Je viens de voir un ancien commentaire : oui, célébrer = fêter (synonymes). Ce sont tous les deux des verbes !)",8,22,,2024-09-02 10:32:23.150384
416,UmqGqr_V_KmXynIw1v1D_HC340OQkghx,"Oui, mais les plats de l'ouest sont toujours 'viande et patate' haha",12,22,,2024-09-02 10:32:30.098342
417,Bd7MjVXkhZXvFdol5Kkjz9UBsn0mUe2o,"Oui, c'est vrai. Et les plats typiques de la Belgique sont aussi souvent avec de la viande et des pommes  de terre !",8,22,,2024-09-02 10:33:25.629189
418,XpBsRR3nlxdyNkJY-FXmbclGqPkv-A07,"Moi, je suis justement intolérante au lactose (donc au lait, au fromage, ...).",8,22,,2024-09-02 10:33:35.988521
419,GADc7N30TTbSMNs-mMPF0PnhT5ruLoUC,"Je dois prendre des médicaments avant, sinon je suis malade. Et je ne bois jamais de lait de vache !",8,22,,2024-09-02 10:33:56.122347
420,Em-SbFT_TSE0uNDflclfZyMERhWM_O_L,"Oh, non, je suis très desolé!",12,22,,2024-09-02 10:34:08.662854
421,4nRU27wPU1vE6LOhaeFsug7Wk6974ekj,;-),12,22,,2024-09-02 10:34:13.185619
422,BQn4B8G7sqz1bZS_28KY7DCEkoPU9nSu,Le fromage est très delicieux,12,22,,2024-09-02 10:34:30.905941
423,ACQK15ayvmj3lLhX3m3MG9fdFODQtRHl,haha,12,22,,2024-09-02 10:34:33.330429
424,YZ_U6-EIKYob_-ncfIHfCEfgQ1Wa-gyj,"(""Célébrer"" se dit, c'est parfait! C'était juste pour te donner un synonyme :))",8,22,,2024-09-02 10:34:45.097635
425,sm9WqX76oRFZbM0tSPONm8uOXFmQILps,"Oui, je suis triste de ne pas pouvoir en manger autant que je le veux ahaha, j'adore aussi le fromage!",8,22,,2024-09-02 10:35:17.914825
426,licm0TExsP2Boc9NqeOI3mot5GhdDAJW,"Oh, le lait – je bois beaucoup du lait aux les États Unis, mais ici, je le déteste!",12,22,,2024-09-02 10:35:26.545308
427,8XPdtjzUW3Oq6mgawD6v8OYJEPIoJCFs,"Pourquoi, le lait est différent ici? Et la cuisine des USA ne te manque jamais?",8,22,,2024-09-02 10:35:42.275934
428,cwFdBgDy_uJ-gd1py4sFEA4VnRvSCGvd,"Je ne sais pas exactement le difference... le lait d'USA est pasturé (pasturized?), et ici c'est 'UHT', mais je ne sais pas si ça est trop different?",12,22,,2024-09-02 10:37:06.102635
429,cwFdBgDy_uJ-gd1py4sFEA4VnRvSCGvd,"Je ne sais pas exactement le difference... le lait d'USA est pasturé (pasturized?), et ici c'est 'UHT', mais je ne sais pas si ça est trop différent?",12,22,,2024-09-02 10:37:26.061832
430,3xORs5b9d1rD_FJVFjIpdukY2Dl4JhBL,"Ah ok, je ne savais pas du tout !! Je n'ai aucune idée si c'est différent !",8,22,,2024-09-02 10:38:05.380169
431,5pV8IEL25mVXdSl1gbc12s3pnWM8e7XG,"Je bois juste du lait d'amande, ou d'avoine 😅",8,22,,2024-09-02 10:38:20.922928
432,Hh-e9G-V50WYopMzW5ZQHdYM-hES_3Hi,"Je pense que c'est le différence (somehow), mais je ne sais pas comment haha Aux États-Unis, notre lait ne peut pas rester dehors le frigo...",12,22,,2024-09-02 10:39:51.821844
433,DEH-Qdn_Ex4NHuH3gYbbsWLrqwFjdvQ8,(avoine = oat),8,22,,2024-09-02 10:40:32.464831
434,YMJbPP5w157lkBmOxY-n9tNSNmr6_E5j,"Moi, j'adore les desserts, j'ai un dent sucré",12,22,,2024-09-02 10:40:32.950232
435,rZWDuXsjo_DdmRlY7JzrsNbRy27QvluD,"Je mange trop du sucre, je pence haha",12,22,,2024-09-02 10:40:55.639978
436,mIJig91hp6ROW97OdQwf0HSL53MPAjnC,Ahahah,8,22,,2024-09-02 10:41:24.980392
437,3E8UM0roXX5LCtrnamh3Wl1DC-SvyxtQ,"Moi, c'est tout le contraire!",8,22,,2024-09-02 10:41:28.546940
438,LK-kKSyz6jh-xdzkFOlnIidmLRW2Rxym,C'est vrai?,12,22,,2024-09-02 10:41:39.341592
439,KBAQJdGTiQkRv5jFjOLSx_jKfG1e8xX9,"Je suis plutôt salée, j'adore les apéros 🤪 les chips, les saucissons, les olives, ...",8,22,,2024-09-02 10:41:45.701189
440,EgzBf2B7DF-Zy6T6r6FQqTXuGisTLVbl,Je ne mange pas souvent de desserts.,8,22,,2024-09-02 10:41:54.666306
441,srW1wGn6Nr83-WV9GthFlaBFx7db31ns,Et tu aimes cuisiner? Tu 'patisses' toi-même des desserts?,8,22,,2024-09-02 10:42:15.867531
442,9nWr8hJXtCiGWEQwmAQSbl6ZPExpfB85,"oh, moi aussi! mais je ne peux pas terminer le repas sans quelques sucré",12,22,,2024-09-02 10:42:27.522296
443,cg9EDUFQXavadxyMEd-BhhjJQt-Sk76y,(une patisserie => le verbe 'patisser'),8,22,,2024-09-02 10:42:30.672878
444,9nWr8hJXtCiGWEQwmAQSbl6ZPExpfB85,"oh, moi aussi! mais je ne peux pas terminer le repas sans quelque sucré",12,22,,2024-09-02 10:42:36.655711
445,gWI7ZRPWUEur8cqouiYFpdZ05VS_nPFO,"Oui, j'aime cuisiner et patisser, mais malheureusement, je n'ai pas beaucoup de temps pour ça...",12,22,,2024-09-02 10:43:29.569030
446,pg5wobyHj-FvVSfpmEK5A5aoZVXxZcuG,"Tu dois être content ici en Belgique, avec tout notre chocolat! :p",8,22,,2024-09-02 10:43:33.512718
447,U12xgs3YQKRi8NlkpnlRhaQzu5b64r0b,"oui, c'est vrai que ça prend du temps!",8,22,,2024-09-02 10:43:44.047049
448,oZPVFUET9zcYABd907O0kAVokd9Qri8V,Oh ouaaaiiii j'adore les chocolates belges!,12,22,,2024-09-02 10:44:18.291331
449,NpJ9Mzz3qupPXbpwg4y5OXFepdUy_PZ7,"Je recevais les boites ""Hello Fresh"", mais maintenant, je reçois mes repas de La Brigade de Vero",12,22,,2024-09-02 10:45:51.694552
450,FOtkp8AUHbL8XaLNlivdckbjPGsiT0FI,"Ah oui, c'est pas mal, Hello Fresh! Ca fait moins de gaspillage. Mais je ne connais pas 'La Brigade de Vero'!",8,22,,2024-09-02 10:46:39.029593
451,FpauDEBfA63amQKmlGYeK9EC53KJ66vZ,"Je mets le plat dans le micro et après trois minutes, c'est prêt!",12,22,,2024-09-02 10:46:45.126656
452,QTZ6Glzy6iZvDnf76eoUUK52dOoqdmAs,"Tu les reçois directement chez toi aussi alors, c'est livré?",8,22,,2024-09-02 10:47:12.100581
453,72Ady1Lziywy4vlo9KUqkIux-q1W3XFI,"Et ce n'est pas trop souvent les mêmes plats, comme tu es végé?",8,22,,2024-09-02 10:47:25.429590
454,mtwFlz3oOYfScYA6XByCABeHnwt3BuUK,J'aimais vraiement Hello Fresh! Ils font les recipes très bons,12,22,,2024-09-02 10:48:00.101466
455,io22DVoWxx0LIx5SpxU2BeJZ9C0YhP8U,"Oui, c'est pratique et sain!",8,22,,2024-09-02 10:49:15.167110
456,jXVUdHOntUlCuQBVPsfNPtx7ptZNDmv4,"Oui, un jour par semaine, je reçois une boite avec dix repas (2x5, ou parfois 2x4+1+1), et chaque semaine c'est un peu différent (plus ou moins).",12,22,,2024-09-02 10:49:52.285080
457,NRCRp7Fiz1kl1U4jl4zDR9_LSBvfPzVt,"Oh, c'est vraiment sympa. Comme tu dis, tu gagnes beaucoup de temps!",8,22,,2024-09-02 10:50:48.378661
458,29Q26v9IsJIroU8PeJq_QSIILFOOSQHA,"Ca me donne faim, tout ça 😅",8,22,,2024-09-02 10:51:06.551307
459,eAb9WX6kz-TogThPW4PL63KdesNTKTuT,"Oui, mais c'est aussi un peu cher parfois",12,22,,2024-09-02 10:51:19.758617
460,COJ1FQRTHrne-4oObBg60IRCcFxO0qur,"Oui, c'est sur. Même quand je fais moi-même les courses et que je fais attention aux prix, c'est vite cher...",8,22,,2024-09-02 10:52:19.079215
461,i7RWP3FQQXuhxDl6d7dmSAde7eE5oHNx,"Pour notre prochaine session, est-ce que tu es libre le mercredi 11, le jeudi 12 ou le vendredi 13? Tu préfères encore vers 10h?",8,22,,2024-09-02 10:52:22.261354
462,hIRd2lnL_5VmQoHNewdQ2tzzlI0xQD-a,"C'est €100 par semaine, allors €10 par repas",12,22,,2024-09-02 10:52:24.553511
463,vHoaastwXbgn2-YFrfS6Y1UcM7JpIs0I,"Bon, le 12 septembre à 10h?",12,22,,2024-09-02 10:53:25.117087
464,dhDMsrlVENOtynII5Uac5lopyE6rXG6m,"Ah oui, quand même!",8,22,,2024-09-02 10:53:45.836023
465,7RKpqq4IpSrDQZearc0cBvOvwl0I7X9L,"Oui, c'est parfait pour moi.",8,22,,2024-09-02 10:53:51.007619
466,vXe-a7KK8Wpn6gQmMyL_4z9oF4QU5DmJ,Je vais tout de suite envoyer un mail à Serge pour les détails concernant les commentaires/surlignages!,8,22,,2024-09-02 10:54:12.031738
467,ZC9oG8kDBTJ-LckKZKfeh55SXm6fXIq0,"Super, merci beaucoup!",12,22,,2024-09-02 10:54:30.959394
468,o6GYQ-BMLVmzAcUCKbWIuiNrlwhG11DJ,"Merci à toi aussi! À la semaine prochaine, et bon appétit d'ici là 😜",8,22,,2024-09-02 10:55:04.403451
469,G5dSaRbRH-HgjKSEit4LGVbrgf31614x,Et pour toi! À la semaine prochaine!,12,22,,2024-09-02 10:55:21.717963
470,M7Lcyj_IpUIqd7ufmyUwv41tsQTy2zhS,Bonjour comment tu t'appelles?,13,23,,2024-09-02 13:14:05.159906
471,lsqTdjr0Mzwn1eSW2Ngit-H59kmGrbUm,ah oki là ça marche,10,27,,2024-09-03 10:10:59.373305
472,JveAXtn0dAL6pztTmpV7m5Y1PGDiSti4,depuis le début j'appuyais sur le bouton jaune session immédiate et je ne pouvais rien écrire dans la session,10,27,,2024-09-03 10:11:20.363675
473,Kb-pMJFPFM8S39oq3XzQ0i66JJgjqeeU,"ici j'ai appuyé dans ""en cours""",10,27,,2024-09-03 10:11:34.689936
474,DPmFB1G6IfkKce3Q181b6Ci-dEhizKcU,"Oui, j'ai bien reçu, mais parmi toutes les conversations dans 'en cours', je ne voyais pas dans laquelle j'avais reçu des messages...",8,27,,2024-09-03 10:12:27.154573
475,5Lpz0qv_F4FQ-by6xiDsL0y_lB3z8sEP,Quel bazar!,8,27,,2024-09-03 10:12:30.046420
476,LgzLAtWpuHIuTr2U2eXgWZakzTLDXWif,et ben! on n'est pas sorti de l'auberge!,10,27,,2024-09-03 10:13:14.822752
477,0pse269n5QRprCFId_VUZQFUphx_EJ-M,"J'en prends note pour le signaler à Mr Bibauw, alors. Normalement, le problème du décalage horaire était réglé... Mais ce n'est pas le cas !",8,27,,2024-09-03 10:13:16.746778
478,gAbKIDvn5YklI4lWq8bge3qX6KPndIwk,Ahahah vraiment,8,27,,2024-09-03 10:13:19.026231
479,C1xaLt5jMvwO1p_T26DxFUsudjp1XEAb,"si jamais demain, jeudi et vendredi je serai sur un autre fuseau horaire",10,27,,2024-09-03 10:14:03.599499
480,xBCPBwoBr6w_3r-FS9Ylw5875t3ookj9,"Je pense que ça ne change rien, comme ici j'ai fait le test avec le fuseau horaire des USA puis celui d'Angleterre et ça n'a pas fonctionné! Malheureusement, je ne suis plus dispo le reste de la semaine. Mais de toute façon, notre test est clair je crois ahaha, je vais envoyer un mail à Mr Bibauw!",8,27,,2024-09-03 10:15:24.837448
481,pRIqC7wxpopO3yCrq7A5LiRCJYfYIqtt,oki bon courage pour la suite alors!,10,27,,2024-09-03 10:16:02.626674
482,YDY95XviBXuOKRKLZGlXDj52YPfmHE_E,"Merciii, à toi aussi !!",8,27,,2024-09-03 10:16:11.635521
483,hdXawfpR2Ewn-zhua-G6C0BKhBiWsslr,Bonjour Tyler! :),8,34,,2024-09-12 09:59:44.740728
484,FII-0WZxSSKh4hrlyIhCMUaqRlg7d6FH,"Bonjour, Victoria! Ça va?",12,34,,2024-09-12 09:59:58.239099
485,mX9xJd7JjQlKFxOhMyd5af6jtf4GHsdX,"Ca va bien, et toi?",8,34,,2024-09-12 10:00:23.616737
486,z-R_9UkEcVdciGDJKX_TXk_kMkUdJcCo,[A note for Serge: the session only shows on the dashboard after clicking refresh. Maybe it's possible for it to show up automatically when a session is started?],12,34,,2024-09-12 10:00:53.540409
487,t5xUaGv8QuHF8vAmLTUU86FaXaKLMabF,"[Yes, I am taking notes of this!]",8,34,,2024-09-12 10:01:23.961686
488,Td8gvCcDXZptKh-wAScgCrkjQqzEEL2W,[I am going to underline 2 things in your text so you can try to modify and see what happens!],8,34,,2024-09-12 10:01:42.382302
489,bZfH87dZA5VlXwK0Oy6_K65uT82URf6S,"Oui, ça va bien – j'ai été très ocupé avec faire le fiche descriptive et le syllabus pour mon cours, mais déjà bien :)",12,34,,2024-09-12 10:02:06.030103
490,HnVQWr7pYJJJBeYZHHppIK47WapDGj9N,Tu as bien avancé? :),8,34,,2024-09-12 10:02:34.519975
491,z-R_9UkEcVdciGDJKX_TXk_kMkUdJcCo,"[A note for Serge: the session only shows on the dashboard after clicking refresh. Maybe it's possible for it to show up automatically when a session is started?] [When I edit and make no changes, nothing happens ✓. When I edit and change underlined text, the underline remains ✓. However, if I select underlined text, I can't add a comment or re-underline it; also, if I delete the underlined text, any new text is not underlined.]",12,34,,2024-09-12 10:04:55.818916
492,AmCkSHAg5ydCggdeiQfWgUpcaEK6A8mF,"Ok, je note tes commentaires !",8,34,,2024-09-12 10:06:42.027460
493,SRmvB45scGlHuNsXTiqnO9ZFa3EWAqpR,"J'espere! Maintenant, je suis en train de préparer mes premier courses. Et j'attend à la traduction du fiche descriptive de mes colleagues.",12,34,,2024-09-12 10:06:50.512908
494,Y2PF0uyNBINbbHgfTNImuy1KMgxYOhNR,"Tu as bien ""avancé"" dans ton travail ? = are you progressing well in your work?",8,34,,2024-09-12 10:07:34.924987
495,aA_tYcmeo43zECSSbCVdKTz9rOkPpUHU,"[Interesting: I just tried to overwrite 'avec' because I wanted to comment that I didn't know what the correction should be. But then it underlined the new text with a 'normal' underline, rather than the wavy underline. ??]",12,34,,2024-09-12 10:08:00.748416
496,1MM2GWHFlLHEDe5P4lS5PobCJV8ynyF0,"[I still see the wavy red underline on ""avec']",8,34,,2024-09-12 10:08:40.729856
497,QJhS7iIyr4USz4disIl7Z5yJAmh41TUM,"Ah, je te comprends. Oui, je pense que j'ai bien avancé, mais c'est parfois lentement. Specialement attendre aux autres! haha",12,34,,2024-09-12 10:09:29.155454
498,z2zY_Ce7hSw_ufEI3XoFIfYhuoWyh0uh,"[Oh, that's strange...]",12,34,,2024-09-12 10:10:14.678722
499,T13IvbjcqSgmAGDeglv9pbk4LZ6hEF1x,"Aujourd'hui, je voulais qu'on parle de musique. Si ça te dit, évidemment :)",8,34,,2024-09-12 10:11:07.952755
500,LnxUK2L_-IHuO4zsMSG5WxDsoyM3W0nF,"Si tu as une idée de thème que tu voudrais vraiment 'travailler', n'hésite pas!",8,34,,2024-09-12 10:11:21.637097
501,RbFn99kl3BndLU_xl8LykbPiBMJncOUi,"[OK, that was very strange. You went offline suddenly, when I was writing 'Oh, that's strange'. When I pressed enter, it didn't send. Then I opened LL in a new tab and clicked on the course in progress, and it shows you as online, and my message had been sent.]",12,34,,2024-09-12 10:12:54.742055
502,hj73Kj_xBDUgw3oYjQDfERfgW_tG9p6Z,[You still show as offline in the old tab.],12,34,,2024-09-12 10:13:02.325265
503,0rfWjJr2NaTf0TnkitmN_Lho23B1aXkY,"[Ok, I don't understand why I am offline because I didn't leave LL at all. And it is weird that you cannot send a message if I am not online!]",8,34,,2024-09-12 10:13:52.527753
504,pUiwtUqFN7LDpa2NOJXLxGFcgZhWKUBU,"[I also just heard a rather piercing 'ding' from the old tab... though no new message was sent in it. Seemed to be an alert. Just heard it again when you replied just now (and that message doesn't show up in the other tab). I like that there's an alert, but maybe the sound can be improved a bit...]",12,34,,2024-09-12 10:14:49.325183
505,CmO1O9aY4XC68Zdh-kWaQgr4uPze__JZ,"[Just heard the alert again – I think it's giving the alert also when I send a message, so any new message triggers the alert. Not sure why you suddenly showed as offline. Makes sense in a way that the student can't send a message when the tutor is offline, in order to reduce the possibility of spamming.]",12,34,,2024-09-12 10:16:01.439049
506,Bu2zoOCIA-5UwOS1Vm4faCTDJV3WX7kW,"[And what would the alert be about? When someone is offline? I think I had the same sound at the beginning of the conversation, and you also had the red dot next to your name]",8,34,,2024-09-12 10:16:33.327774
507,z7zEMTI2jNNhLAfNC1yOm7E4-nniV5Dk,"[I think the alert is just for a new message. So if I had gone into another tab or another app, and then you send a message, it lets me know that.]",12,34,,2024-09-12 10:17:23.490747
508,vq3fIMM6OdIMhO87ozDojFIjfQTzfvss,[Couldn't it be just a notification when you receive a message?],8,34,,2024-09-12 10:17:31.512050
509,t6u8MqI0GYM7KMGFD5EAyMlIxG3THff9,"[Oh, ok!!]",8,34,,2024-09-12 10:17:36.062084
510,IOeYwTm2TRhlbtWypUorjOsIfCzBp3LR,"[But OK, so you heard it too. Was it quite as high-pitched and clippy for you?]",12,34,,2024-09-12 10:18:01.413496
511,FfSVIxw-qvJ3kB1CuEY5cPVOtI-DdHKG,"[Yes, exactly. I am keeping my sound on to check if I hear one each time you send me a message]",8,34,,2024-09-12 10:18:31.704908
512,-5Yq-NsIFs__jMxKH-IYZ_1bA5AvhdiN,"[It's like it's a really bad quality audio of a ding, so it doesn't sound very good.]",12,34,,2024-09-12 10:18:39.239817
513,79TAwpQ4yjHWbO-JUv8i3d7WKZvHQJL7,"[This time, I haven't received it..]",8,34,,2024-09-12 10:18:59.417674
514,-OK-J30K8KX-TDyPGbm8lkTCngedQnPq,"[When I'm in the tab, I don't hear the ding. Only if I'm in a different tab, or if I have multiple LL tabs open (because then there's a LL tab that's inactive)]",12,34,,2024-09-12 10:19:10.909957
515,4hNFqbxHKMItIuL7Zjm47g2cO0MlOmPo,"[Oh, ok, that seems logical. I had a Google tab open to search how to say ""une pastille rouge"", ""a red dot"" ahaha]",8,34,,2024-09-12 10:19:59.377785
516,Omo1Y-fvA55uOGrp-jyHXtO755SLLO-2,"[So I think the ding is only for when the tab is inactive, so that the user knows to return to it. For instance, if I suddenly received an important phone call, so then you went to your emails or something in the meantime, then when I write to let you know I'm back, it'll let you know.]",12,34,,2024-09-12 10:20:15.505689
517,ZEXo4SS1gswENc3Ntc0YUJqD_qX6VCgW,"une pastille rouge – bon, bon pour connaître (good to know?)",12,34,,2024-09-12 10:20:49.105791
518,UlhEUkdiqDDm33uPsdh848wlGIjng93H,"[Yes, the alert can be useful.]",8,34,,2024-09-12 10:20:53.745376
519,ZkGf7oRu3wGiNQUITgYWmtj5uZQwEYfv,Bon à savoir :),8,34,,2024-09-12 10:21:01.945824
520,1T64bXeCZtzgOgePyuCyCQ_EgiMUc_ro,"[I think the only comment I'd make on the alert is to lower the pitch slightly, and improve the audio quality for a purer 'ding', rather than a scratchy-sounding noise]",12,34,,2024-09-12 10:21:42.634824
521,4bc0wvWBh3LrydBEDFlYANJOW6pw0VeI,"[Yes, that would be better ahaha]",8,34,,2024-09-12 10:21:58.604057
522,ddrOdGxsm5oYqQgRA2v8V_4gGZNDpfmi,"Bon, on retourn",12,34,,2024-09-12 10:22:00.702992
523,HKmXgH6hcbnMY1SBFXUkv8TbhtpVSnmy,Quel type de la musique est-ce que tu préfères?,12,34,,2024-09-12 10:22:49.188001
524,wCUeNz_BvAlLh5H97VAE2gpIpzD2l-Bf,(nos moutons – our sheep? haha),12,34,,2024-09-12 10:23:34.889917
525,6bi5ShgdrjYGG4TuMKZjNxryVe9oxKbT,J'écoute surtout des chansons en anglais. Et je fais beaucoup attention aux paroles !,8,34,,2024-09-12 10:23:53.043878
526,mChIoiING9TY7uOOemTVANcdnFt4Vzfq,"Oui, la traduction littérale serait ""let's go back to our sheep"" ahaha",8,34,,2024-09-12 10:24:05.698666
527,IDXn8jxEplVf31bNJXn4rBShLKdftzR9,Mais on a aussi de chouettes chanteurs français. Tu écoutes parfois de la musique en français?,8,34,,2024-09-12 10:24:29.929966
528,BtPZD5Swz98kYn96MW_NDd7QlTONIqhh,"Non, (not yet) – je n'écoute pas souvent de la musique. Je l'aime, mais je préfère les podcasts quand je voyage. Je n'ai pas trouvé des bons podcasts en français pour mon étage du langue.",12,34,,2024-09-12 10:26:49.295076
529,UdtXBngjKTZhgCZ5tZ_UNa0UP4hpcqM9,"Mais en hiver, j'écoute de la musique de Noël, certainement!",12,34,,2024-09-12 10:27:37.063609
530,koi9ciGYbiPYTyMvFg_2GLLdf3dGXulY,"Ah oui, des podcasts! Je n'en écoute pas souvent. Tu écoutes quoi comme genre de podcast?",8,34,,2024-09-12 10:27:49.337183
531,Q0b_FcW0CigEoVAEtWy7huo7xpEZtZ6j,Ahaha Mariah Carey évidemment!,8,34,,2024-09-12 10:28:02.974069
532,lcYucl18FEa3i02wRyiaOHF5J-HVXdAe,"D'habitude j'écoute des podcasts sur 'facts', comme 'No Such Thing as a Fish', 'Lateral', 'Triviality'; ou sur certaines séries, comme 'Taskmaster', 'The Office Ladies' (The Office US), et 'Parks and Recollection' (Parks and Recreation); ou aussi les jeux, comme 'Escape This Podcast' et 'Escape This Murder'.",12,34,,2024-09-12 10:30:51.089116
533,CVYUfQH4z0PzpezjZ4K0zsxSH9eBGYTy,"Et quelques podcasts sur langue, aussi – 'Something Rhymes with Purple' c'est le meileur, mais c'est fini maintenant :(",12,34,,2024-09-12 10:31:37.385057
534,zYxyAbRKLopcqPPJumhE96H8fC7xxxGf,"Wow, je ne me rendais pas compte qu'il y avait autant de genres différents. J'imaginais juste des histoires comme des documentaires audios. Mon copain écoute beaucoup ça, des récits historiques racontés par un journaliste.",8,34,,2024-09-12 10:31:51.347038
535,2PH6IfxXDdf-qUKLRwXpTChcLfC1vBOa,J'adore The Office!!,8,34,,2024-09-12 10:31:59.880364
536,G7KTQmeRTRIavWcTy42BfPiFhVcD2ALL,Qu'est-ce qui se passe dans The Office Ladies exactement?,8,34,,2024-09-12 10:32:11.262538
537,cV7LJRXB5L8H_ljdBGejQVreif6hQGHH,"Oui, il y a beaucoup de genres, quelque pour tout le monde!",12,34,,2024-09-12 10:32:45.820381
538,4W3KaMJ5rAiZc1dHUdjLlOpmH_-gkk90,"Dans The Office Ladies, Jenna Fischer and Angela Kinsey parlent sur chaque (episode), elles (interview) autres membres du cast et équipe, et elles donnent des histoires 'behind the scenes' ""that two people, who were there, can tell you"" – c'est magnifique!",12,34,,2024-09-12 10:35:42.930300
539,Wjb4N804_UCiCmmZrpLSteJ2l3sLeYQ9,"Désolée, il y a la femme de ménage chez moi et elle va nettoyer ma chambre. J'ai dû changer de pièce ahaha",8,34,,2024-09-12 10:36:13.464640
540,WE7NzCuF4FoWN_Khemhqn4okbAmqv9ud,transmission? pour 'episode'?,12,34,,2024-09-12 10:36:17.373114
541,wVpEwKOvh0xhYrp67KC1KAUc4FRniPAO,"Non, c'est épisode :)",8,34,,2024-09-12 10:36:23.883784
542,mzZpEUkq7OcT0TAiWpStCMrLPTrLu2Kt,elles interviewent !,8,34,,2024-09-12 10:36:30.818304
543,K5rASLpcx81OYiMnBtsLCl1cIPTNVOxM,On garde les mots anglais :p,8,34,,2024-09-12 10:36:34.949248
544,lpzlO85ryySxTiKTC4-D30xRMF10DGzm,oh! bien! haha,12,34,,2024-09-12 10:36:36.286626
545,QNKNbpoHBXA0LQf_dK9R487nA7pjDCxs,Je ne connaissais pas mais je vais aller voir ça!! C'est trop cool 😁,8,34,,2024-09-12 10:37:00.427026
546,BJKUdr9a1uzwBzi2tqbb7GLip5Fu4DQP,Dommage qu'il n'y ait pas Steve Carell,8,34,,2024-09-12 10:37:14.467062
547,ceY-7_OqZwgqj_gWUfV7rgAjIwK-GEgk,"Par contre, je ne savais pas que l'actrice s'appelait aussi Angela, c'est excellent 😅",8,34,,2024-09-12 10:37:52.778479
548,KGkbTOTeu_oe1VLXEYofNJJznGdLXN2-,"Oui – mais tu as beaucoup pour 'catch up', elles sont dans le dernier saison!",12,34,,2024-09-12 10:37:58.952982
549,Ywcps6k1Q8tDxae3-GPZdBWMqidFGC2c,"Ah oui ok, elles font vraiment ça sur chaque épisode! Il y en a beaucoup pourtant ahah",8,34,,2024-09-12 10:38:30.875457
550,_ajzi8XZg9pgnacyVLz2NmCDSwYla6To,"Oui, Angela, Phyllis, et Oscar ont leur noms actuelle :)",12,34,,2024-09-12 10:39:00.968971
551,HboZJoYSbnBPltgELJ3DE4tlZ4kVOswC,"allez, leur prénoms :)",12,34,,2024-09-12 10:39:17.508875
552,cb1_BAoWLgoPNH8taV1-yyzOjQk3fWY5,leurs*,12,34,,2024-09-12 10:39:27.386938
